enquiry_id,customer_id,received_at,channel,market,Raw_Message,product_sku,order_id_quoted
ENQ-0111,CUS-0240,2026-08-01 00:00,WhatsApp,SG,Please refund. I ordered the wrong size.,SKU-DIA-NB-40,
ENQ-0136,CUS-0582,2026-08-01 00:00,Email,ID,"Tolong refund ya, saya salah pesan ukuran.",,
ENQ-0138,CUS-0397,2026-08-01 00:00,Email,ID,Beli offline di mana ya? Apotek terdekat ada nggak?,,
ENQ-0154,CUS-0644,2026-08-01 00:00,WhatsApp,MY,"Saya nak pulangkan, pek masih belum dibuka. Boleh refund?",,
ENQ-0237,CUS-0362,2026-08-01 00:00,WhatsApp,MY,Baby 4 bulan sesuai saiz apa ya? Dia agak berisi.,,
ENQ-0248,CUS-0686,2026-08-01 00:00,WhatsApp,ID,Liner-nya boleh dibuang ke kloset nggak? Nyimpennya gimana?,SKU-PAD-NGT-10,
ENQ-0293,CUS-0412,2026-08-01 00:00,Website form,SG,How often should I change the night pad? Is it okay for 8 hours?,,
ENQ-0317,CUS-0158,2026-08-01 00:00,Email,SG,My order is already 6 days late. When is it coming?,,
ENQ-0327,CUS-0279,2026-08-01 00:00,WhatsApp,MY,你好,,
ENQ-0370,CUS-0597,2026-08-01 00:00,WhatsApp,SG,Can I change my subscription to every 6 weeks instead of monthly?,SKU-DIA-NB-40,
ENQ-0385,CUS-0155,2026-08-01 00:00,WhatsApp,MY,Ada jual kat Watsons tak? Saya cari kat kedai tak jumpa.,SKU-PAD-DAY-10,
ENQ-0392,CUS-0148,2026-08-01 00:00,WhatsApp,SG,Any update on ORD-00398? It still says preparing.,,ORD-00398
ENQ-0407,CUS-0331,2026-08-01 00:00,Email,ID,"Pesanan telat banget, udah lewat seminggu. Kapan sampainya?",,
ENQ-0481,CUS-0368,2026-08-01 00:00,Instagram DM,SG,The liner can flush down toilet or cannot?,SKU-DIA-M-38,
ENQ-0496,CUS-0530,2026-08-01 00:00,WhatsApp,MY,ORD-01363 was supposed to arrive Monday. Still nothing.,,ORD-01363
ENQ-0505,CUS-0532,2026-08-01 00:00,WhatsApp,MY,Any update on? It still says preparing.,SKU-PAD-DAY-10,
ENQ-0506,CUS-0646,2026-08-01 00:00,Instagram DM,ID,Which diaper size for a 4 month old? He is quite chubby.,,
ENQ-0562,CUS-0358,2026-08-01 00:00,Marketplace Q&A,SG,Any update on? It still says preparing.,SKU-PAD-DAY-10,
ENQ-0569,CUS-0129,2026-08-01 00:00,Marketplace Q&A,ID,"Kardus luar basah, pembalut di dalamnya rusak.",,
ENQ-0723,CUS-0254,2026-08-01 00:00,Marketplace Q&A,ID,"Pesanan ORD-00666 telat banget, udah lewat seminggu. Kapan sampainya?",,ORD-00666
ENQ-0796,CUS-0435,2026-08-01 00:00,WhatsApp,MY,说好周一到，到现在都没有消息。,,
ENQ-0800,CUS-0046,2026-08-01 00:00,Marketplace Q&A,ID,Pembalut malam sebaiknya diganti berapa jam sekali? Aman 8 jam?,SKU-DIA-M-38,
ENQ-0815,CUS-0772,2026-08-01 00:00,Email,MY,What material is the top sheet? Any fragrance added?,,
ENQ-0871,CUS-0612,2026-08-01 00:00,WhatsApp,MY,请帮我退款 ORD-01579，我订错尺码了。,,ORD-01579
ENQ-0058,CUS-0322,2026-08-02 00:00,Email,SG,夜用卫生巾多久换一次比较好？可以用八小时吗？,,
ENQ-0119,CUS-0013,2026-08-02 00:00,Email,MY,Pesanan ORD-00038 dah lewat seminggu. Bila nak sampai ni?,SKU-DIA-M-38,ORD-00038
ENQ-0182,CUS-0059,2026-08-02 00:00,WhatsApp,SG,"Eh hi, my order how ah? Order already so long liao.",,
ENQ-0187,CUS-0053,2026-08-02 00:00,Marketplace Q&A,ID,"Tolong refund ya, saya salah pesan ukuran.",SKU-PAD-NGT-10,
ENQ-0193,CUS-0312,2026-08-02 00:00,Website form,SG,Which diaper size for a 4 month old? He is quite chubby.,,
ENQ-0254,CUS-0526,2026-08-02 00:00,WhatsApp,MY,Boleh beli kat mana ya selain online?,,
ENQ-0298,CUS-0386,2026-08-02 00:00,WhatsApp,SG,"Hi, can I check where my order is? Ordered last week.",,
ENQ-0313,CUS-0228,2026-08-02 00:00,Instagram DM,ID,"Pesanan telat banget, udah lewat seminggu. Kapan sampainya?",,
ENQ-0346,CUS-0627,2026-08-02 00:00,Website form,MY,The outer carton of was wet and the pads inside are damaged.,SKU-DIA-M-38,
ENQ-0371,CUS-0784,2026-08-02 00:00,WhatsApp,MY,"Hi, can I check where my order ORD-02026 is? Ordered last week.",SKU-WIP-80,ORD-02026
ENQ-0393,CUS-0067,2026-08-02 00:00,Website form,MY,Please refund. I ordered the wrong size.,,
ENQ-0514,CUS-0229,2026-08-02 00:00,WhatsApp,MY,Baby 4 bulan sesuai saiz apa ya? Dia agak berisi.,SKU-DIA-NB-40,
ENQ-0534,CUS-0493,2026-08-02 00:00,WhatsApp,ID,My order ORD-01266 is already 6 days late. When is it coming?,,ORD-01266
ENQ-0555,CUS-0178,2026-08-02 00:00,Marketplace Q&A,MY,Berapa kerap perlu tukar pad malam? Boleh pakai 8 jam?,,
ENQ-0584,CUS-0106,2026-08-02 00:00,Email,MY,Which diaper size for a 4 month old? He is quite chubby.,,
ENQ-0594,CUS-0168,2026-08-02 00:00,WhatsApp,SG,"Wah ORD-00440 still no movement leh, can check or not?",SKU-WIP-80,ORD-00440
ENQ-0640,CUS-0763,2026-08-02 00:00,Instagram DM,MY,I want to pause my subscription for two months. How?,SKU-DIA-NB-40,
ENQ-0699,CUS-0654,2026-08-02 00:00,Instagram DM,SG,I want to pause my subscription for two months. How?,SKU-DIA-NB-40,
ENQ-0744,CUS-0214,2026-08-02 00:00,WhatsApp,ID,urgent please,SKU-PNT-LGT-14,
ENQ-0755,CUS-0340,2026-08-02 00:00,Email,ID,"Mau pause langganan dua bulan, caranya gimana ya?",,
ENQ-0860,CUS-0484,2026-08-02 00:00,Email,SG,was supposed to arrive Monday. Still nothing.,SKU-PAD-NGT-10,
ENQ-0868,CUS-0212,2026-08-02 00:00,Marketplace Q&A,SG,The liner can flush down toilet or cannot?,,
ENQ-0007,CUS-0225,2026-08-03 00:00,WhatsApp,SG,Please refund ORD-00592. I ordered the wrong size.,,ORD-00592
ENQ-0088,CUS-0245,2026-08-03 00:00,WhatsApp,MY,Berapa kerap perlu tukar pad malam? Boleh pakai 8 jam?,SKU-PNT-LGT-14,
ENQ-0089,CUS-0702,2026-08-03 00:00,Website form,SG,"Hi, can I check where my order is? Ordered last week.",SKU-DIA-NB-40,
ENQ-0093,CUS-0585,2026-08-03 00:00,Marketplace Q&A,ID,"Pesanan telat banget, udah lewat seminggu. Kapan sampainya?",SKU-PAD-DAY-10,
ENQ-0117,CUS-0143,2026-08-03 00:00,Instagram DM,SG,请帮我退款，我订错尺码了。,,
ENQ-0125,CUS-0105,2026-08-03 00:00,WhatsApp,ID,Kok belum ada update ya? Udah seminggu lebih nih.,,
ENQ-0156,CUS-0037,2026-08-03 00:00,Instagram DM,ID,Untuk bayi 4 bulan cocok ukuran berapa? Badannya agak gemuk.,SKU-DIA-M-38,
ENQ-0178,CUS-0736,2026-08-03 00:00,WhatsApp,SG,arrived with the box crushed and two packs torn.,,
ENQ-0198,CUS-0363,2026-08-03 00:00,Email,ID,"Pesanan telat banget, udah lewat seminggu. Kapan sampainya?",SKU-DIA-M-38,
ENQ-0213,CUS-0173,2026-08-03 00:00,WhatsApp,MY,Do you sell in Guardian? I cannot find it in store.,SKU-PAD-NGT-10,
ENQ-0228,CUS-0207,2026-08-03 00:00,Email,MY,"My baby is 7kg, should I get size S or M?",,
ENQ-0230,CUS-0657,2026-08-03 00:00,WhatsApp,SG,What material is the top sheet? Any fragrance added?,SKU-DIA-NB-40,
ENQ-0243,CUS-0784,2026-08-03 00:00,Instagram DM,MY,Can I flush the liners? And how should I store an opened pack?,SKU-PAD-DAY-10,
ENQ-0270,CUS-0785,2026-08-03 00:00,Email,SG,Got sell at Guardian anot? Cannot find in the shop leh.,,
ENQ-0272,CUS-0670,2026-08-03 00:00,WhatsApp,ID,Untuk bayi 4 bulan cocok ukuran berapa? Badannya agak gemuk.,SKU-DIA-NB-40,
ENQ-0299,CUS-0640,2026-08-03 00:00,Instagram DM,ID,"ORD-01649 harusnya sampai Senin, sampai sekarang belum ada kabar.",SKU-WIP-80,ORD-01649
ENQ-0312,CUS-0349,2026-08-03 00:00,WhatsApp,ID,mohon dibantu,SKU-PAD-NGT-10,
ENQ-0320,CUS-0781,2026-08-03 00:00,WhatsApp,SG,"My baby is 7kg, should I get size S or M?",SKU-PAD-DAY-10,
ENQ-0361,CUS-0313,2026-08-03 00:00,Email,SG,Night pad can wear how long ah? 8 hours okay or not?,,
ENQ-0373,CUS-0509,2026-08-03 00:00,Marketplace Q&A,MY,"Hi, can I check where my order is? Ordered last week.",,
ENQ-0457,CUS-0352,2026-08-03 00:00,WhatsApp,ID,"ORD-00908 harusnya sampai Senin, sampai sekarang belum ada kabar.",,ORD-00908
ENQ-0541,CUS-0657,2026-08-03 00:00,WhatsApp,SG,Are your pads chlorine free? I have sensitive skin.,,
ENQ-0572,CUS-0469,2026-08-03 00:00,Instagram DM,SG,"ORD-01207 I want return, never open one. How to refund ah?",,ORD-01207
ENQ-0616,CUS-0728,2026-08-03 00:00,Email,ID,Beli offline di mana ya? Apotek terdekat ada nggak?,SKU-DIA-M-38,
ENQ-0637,CUS-0006,2026-08-03 00:00,WhatsApp,MY,I want to pause my subscription for two months. How?,SKU-WIP-80,
ENQ-0649,CUS-0004,2026-08-03 00:00,Marketplace Q&A,SG,"Order say 3 days, now one week liao. Cannot like that leh.",,
ENQ-0703,CUS-0155,2026-08-03 00:00,WhatsApp,MY,"Tolong refund ORD-00412, saya tersalah pesan saiz.",,ORD-00412
ENQ-0722,CUS-0320,2026-08-03 00:00,Email,SG,Where can I buy this offline? Any pharmacy near Orchard?,SKU-DIA-NB-40,
ENQ-0766,CUS-0734,2026-08-03 00:00,WhatsApp,MY,订单 ORD-01904 已经延迟了六天，什么时候能到？,,ORD-01904
ENQ-0771,CUS-0153,2026-08-03 00:00,WhatsApp,ID,Kok belum ada update ya? Udah seminggu lebih nih.,,
ENQ-0779,CUS-0486,2026-08-03 00:00,Website form,ID,Pembalut malam sebaiknya diganti berapa jam sekali? Aman 8 jam?,,
ENQ-0037,CUS-0037,2026-08-04 00:00,Email,ID,Ada dijual di Guardian nggak? Di toko nggak nemu.,SKU-WIP-80,
ENQ-0073,CUS-0722,2026-08-04 00:00,Website form,MY,"Kotak luar ORD-01879 basah, pad di dalam dah rosak.",,ORD-01879
ENQ-0157,CUS-0020,2026-08-04 00:00,Email,ID,"Bayi saya 7kg, sebaiknya ambil ukuran S atau M ya?",,
ENQ-0184,CUS-0699,2026-08-04 00:00,WhatsApp,SG,ORD-01815 arrived with the box crushed and two packs torn.,,ORD-01815
ENQ-0202,CUS-0652,2026-08-04 00:00,Email,ID,"Saya mau retur, kemasannya masih tersegel. Bisa refund?",,
ENQ-0207,CUS-0388,2026-08-04 00:00,WhatsApp,ID,Which diaper size for a 4 month old? He is quite chubby.,,
ENQ-0255,CUS-0566,2026-08-04 00:00,WhatsApp,ID,"Bayi saya 7kg, sebaiknya ambil ukuran S atau M ya?",SKU-DIA-NB-40,
ENQ-0267,CUS-0038,2026-08-04 00:00,Email,ID,My order is already 6 days late. When is it coming?,,
ENQ-0306,CUS-0197,2026-08-04 00:00,Marketplace Q&A,ID,"Halo kak, mau tanya pesanan sudah sampai mana ya?",,
ENQ-0329,CUS-0682,2026-08-04 00:00,Email,MY,Do you sell in Guardian? I cannot find it in store.,,
ENQ-0333,CUS-0603,2026-08-04 00:00,WhatsApp,MY,need help,,
ENQ-0343,CUS-0589,2026-08-04 00:00,Instagram DM,SG,"Hi, can I check where my order is? Ordered last week.",SKU-DIA-NB-40,
ENQ-0391,CUS-0124,2026-08-04 00:00,Website form,SG,My order is already 6 days late. When is it coming?,,
ENQ-0395,CUS-0369,2026-08-04 00:00,Marketplace Q&A,SG,Any update on ORD-00949? It still says preparing.,SKU-PAD-NGT-10,ORD-00949
ENQ-0463,CUS-0614,2026-08-04 00:00,WhatsApp,SG,"My baby 7kg leh, S or M better ah?",SKU-DIA-NB-40,
ENQ-0484,CUS-0162,2026-08-04 00:00,Website form,ID,Beli offline di mana ya? Apotek terdekat ada nggak?,,
ENQ-0499,CUS-0586,2026-08-04 00:00,WhatsApp,SG,Do you sell in Guardian? I cannot find it in store.,,
ENQ-0509,CUS-0404,2026-08-04 00:00,Email,ID,Kok belum ada update ya? Udah seminggu lebih nih.,,
ENQ-0516,CUS-0530,2026-08-04 00:00,WhatsApp,MY,"My baby is 7kg, should I get size S or M?",,
ENQ-0528,CUS-0306,2026-08-04 00:00,WhatsApp,ID,Liner-nya boleh dibuang ke kloset nggak? Nyimpennya gimana?,,
ENQ-0543,CUS-0352,2026-08-04 00:00,WhatsApp,ID,"Setelah pakai pembalut malam, kulit saya perih dan muncul ruam. Sudah 3 hari belum hilang.",SKU-WIP-80,
ENQ-0564,CUS-0096,2026-08-04 00:00,Email,ID,"Pesanan telat banget, udah lewat seminggu. Kapan sampainya?",SKU-PAD-NGT-10,
ENQ-0593,CUS-0250,2026-08-04 00:00,WhatsApp,MY,Liner ni boleh buang dalam tandas tak? Cara simpan macam mana?,SKU-DIA-NB-40,
ENQ-0620,CUS-0013,2026-08-04 00:00,Email,MY,Liner ni boleh buang dalam tandas tak? Cara simpan macam mana?,SKU-PAD-DAY-10,
ENQ-0632,CUS-0508,2026-08-04 00:00,Marketplace Q&A,SG,可以把订阅改成每六周一次吗？,SKU-PNT-LGT-14,
ENQ-0739,CUS-0227,2026-08-04 00:00,Email,SG,"My baby 7kg leh, S or M better ah?",,
ENQ-0767,CUS-0763,2026-08-04 00:00,Email,MY,"I want to return, the pack is unopened. How do I get a refund?",SKU-PAD-DAY-10,
ENQ-0772,CUS-0276,2026-08-04 00:00,Instagram DM,MY,"Hi, can I check where my order ORD-00726 is? Ordered last week.",SKU-DIA-NB-40,ORD-00726
ENQ-0773,CUS-0717,2026-08-04 00:00,Email,ID,"Saya mau retur ORD-01862, kemasannya masih tersegel. Bisa refund?",,ORD-01862
ENQ-0775,CUS-0107,2026-08-04 00:00,WhatsApp,SG,Got sell at Guardian anot? Cannot find in the shop leh.,,
ENQ-0825,CUS-0655,2026-08-04 00:00,Marketplace Q&A,SG,"I want to return ORD-01688, the pack is unopened. How do I get a refund?",,ORD-01688
ENQ-0880,CUS-0719,2026-08-04 00:00,Email,SG,The liner can flush down toilet or cannot?,SKU-WIP-80,
ENQ-0881,CUS-0256,2026-08-04 00:00,Marketplace Q&A,MY,订单 已经延迟了六天，什么时候能到？,SKU-WIP-80,
ENQ-0884,CUS-0023,2026-08-04 00:00,Website form,MY,"Nak pause langganan saya dua bulan, macam mana ya?",SKU-PAD-DAY-10,
ENQ-0031,CUS-0099,2026-08-05 00:00,Instagram DM,MY,Please refund ORD-00257. I ordered the wrong size.,SKU-PAD-DAY-10,ORD-00257
ENQ-0067,CUS-0106,2026-08-05 00:00,WhatsApp,MY,Any update on ORD-00280? It still says preparing.,SKU-WIP-80,ORD-00280
ENQ-0074,CUS-0525,2026-08-05 00:00,Instagram DM,ID,"Tolong refund ORD-01352 ya, saya salah pesan ukuran.",,ORD-01352
ENQ-0120,CUS-0128,2026-08-05 00:00,Website form,SG,My order ORD-00341 is already 6 days late. When is it coming?,,ORD-00341
ENQ-0128,CUS-0548,2026-08-05 00:00,WhatsApp,ID,mohon dibantu,,
ENQ-0227,CUS-0685,2026-08-05 00:00,Marketplace Q&A,ID,mohon dibantu,,
ENQ-0323,CUS-0510,2026-08-05 00:00,Marketplace Q&A,MY,The outer carton of was wet and the pads inside are damaged.,,
ENQ-0347,CUS-0015,2026-08-05 00:00,Email,ID,"harusnya sampai Senin, sampai sekarang belum ada kabar.",,
ENQ-0356,CUS-0609,2026-08-05 00:00,WhatsApp,SG,"Baby skin blister already from the diaper, how can like that?",,
ENQ-0369,CUS-0377,2026-08-05 00:00,WhatsApp,SG,"Eh hi, my order how ah? Order already so long liao.",,
ENQ-0386,CUS-0128,2026-08-05 00:00,Email,SG,My order ORD-00342 is already 6 days late. When is it coming?,SKU-DIA-NB-40,ORD-00342
ENQ-0388,CUS-0444,2026-08-05 00:00,Instagram DM,SG,ORD-01141 送到时箱子被压扁了，里面两包也破了。,SKU-PAD-DAY-10,ORD-01141
ENQ-0478,CUS-0387,2026-08-05 00:00,Marketplace Q&A,ID,"ORD-00995 harusnya sampai Senin, sampai sekarang belum ada kabar.",,ORD-00995
ENQ-0635,CUS-0462,2026-08-05 00:00,WhatsApp,SG,"Wah ORD-01189 still no movement leh, can check or not?",SKU-PAD-NGT-10,ORD-01189
ENQ-0738,CUS-0372,2026-08-05 00:00,WhatsApp,MY,My order ORD-00956 is already 6 days late. When is it coming?,SKU-PAD-NGT-10,ORD-00956
ENQ-0760,CUS-0021,2026-08-05 00:00,WhatsApp,ID,"Kardus luar ORD-00063 basah, pembalut di dalamnya rusak.",SKU-PAD-DAY-10,ORD-00063
ENQ-0808,CUS-0581,2026-08-05 00:00,Email,ID,"Halo kak, mau tanya pesanan ORD-01499 sudah sampai mana ya?",SKU-DIA-NB-40,ORD-01499
ENQ-0811,CUS-0701,2026-08-05 00:00,Instagram DM,ID,Kulit bayi saya melepuh gara-gara popok ini. Ini tidak bisa dibiarkan.,,
ENQ-0814,CUS-0586,2026-08-05 00:00,WhatsApp,SG,"I want to return, the pack is unopened. How do I get a refund?",SKU-WIP-80,
ENQ-0817,CUS-0139,2026-08-05 00:00,Email,SG,Can I change my subscription to every 6 weeks instead of monthly?,,
ENQ-0839,CUS-0745,2026-08-05 00:00,WhatsApp,ID,halo,SKU-PNT-LGT-14,
ENQ-0893,CUS-0400,2026-08-05 00:00,Email,MY,"Order saya ORD-01035 sepatutnya sampai Isnin, sampai sekarang takde.",,ORD-01035
ENQ-0005,CUS-0573,2026-08-06 00:00,Website form,SG,Do you sell in Guardian? I cannot find it in store.,SKU-DIA-M-38,
ENQ-0020,CUS-0787,2026-08-06 00:00,WhatsApp,MY,"Tolong refund ORD-02037, saya tersalah pesan saiz.",SKU-DIA-NB-40,ORD-02037
ENQ-0081,CUS-0682,2026-08-06 00:00,Marketplace Q&A,MY,Which diaper size for a 4 month old? He is quite chubby.,,
ENQ-0242,CUS-0241,2026-08-06 00:00,WhatsApp,ID,Do you sell in Guardian? I cannot find it in store.,,
ENQ-0259,CUS-0350,2026-08-06 00:00,WhatsApp,ID,"Tolong refund ya, saya salah pesan ukuran.",SKU-WIP-80,
ENQ-0276,CUS-0106,2026-08-06 00:00,WhatsApp,MY,My order ORD-00282 is already 6 days late. When is it coming?,,ORD-00282
ENQ-0295,CUS-0733,2026-08-06 00:00,WhatsApp,SG,Any update on? It still says preparing.,SKU-PNT-LGT-14,
ENQ-0421,CUS-0201,2026-08-06 00:00,Email,ID,My baby has a red rash all over where the diaper sits. Please respond.,SKU-PAD-DAY-10,
ENQ-0477,CUS-0635,2026-08-06 00:00,Instagram DM,MY,"Kotak luar basah, pad di dalam dah rosak.",SKU-PAD-NGT-10,
ENQ-0489,CUS-0467,2026-08-06 00:00,Instagram DM,SG,"Wah ORD-01203 still no movement leh, can check or not?",SKU-PAD-NGT-10,ORD-01203
ENQ-0518,CUS-0503,2026-08-06 00:00,Instagram DM,MY,Liner ni boleh buang dalam tandas tak? Cara simpan macam mana?,SKU-DIA-NB-40,
ENQ-0523,CUS-0729,2026-08-06 00:00,Website form,SG,"damn long already still never come, what happen?",SKU-PAD-NGT-10,
ENQ-0542,CUS-0045,2026-08-06 00:00,WhatsApp,SG,Any update on? It still says preparing.,SKU-DIA-NB-40,
ENQ-0576,CUS-0249,2026-08-06 00:00,WhatsApp,SG,My order is already 6 days late. When is it coming?,,
ENQ-0582,CUS-0030,2026-08-06 00:00,WhatsApp,SG,Any update on ORD-00088? It still says preparing.,SKU-PAD-NGT-10,ORD-00088
ENQ-0589,CUS-0327,2026-08-06 00:00,Website form,MY,说好周一到，到现在都没有消息。,,
ENQ-0634,CUS-0642,2026-08-06 00:00,Email,SG,Can I change my subscription to every 6 weeks instead of monthly?,,
ENQ-0663,CUS-0276,2026-08-06 00:00,Marketplace Q&A,MY,Where can I buy this offline? Any pharmacy near Orchard?,SKU-PAD-NGT-10,
ENQ-0694,CUS-0011,2026-08-06 00:00,WhatsApp,MY,Boleh tukar langganan jadi setiap 6 minggu tak?,,
ENQ-0720,CUS-0616,2026-08-06 00:00,Instagram DM,ID,Kok ORD-01589 belum ada update ya? Udah seminggu lebih nih.,,ORD-01589
ENQ-0730,CUS-0458,2026-08-06 00:00,Instagram DM,SG,was supposed to arrive Monday. Still nothing.,,
ENQ-0754,CUS-0554,2026-08-06 00:00,WhatsApp,ID,Beli offline di mana ya? Apotek terdekat ada nggak?,SKU-PAD-DAY-10,
ENQ-0797,CUS-0558,2026-08-06 00:00,WhatsApp,ID,"Halo kak, mau tanya pesanan sudah sampai mana ya?",SKU-PAD-NGT-10,
ENQ-0834,CUS-0040,2026-08-06 00:00,Email,MY,"Nak tanya pasal order, still tak update lagi.",,
ENQ-0840,CUS-0779,2026-08-06 00:00,Instagram DM,SG,"My baby 7kg leh, S or M better ah?",,
ENQ-0844,CUS-0366,2026-08-06 00:00,Marketplace Q&A,ID,Lapisan atasnya bahan apa ya? Ada pewangi tambahan nggak?,,
ENQ-0003,CUS-0594,2026-08-07 00:00,Website form,MY,Baby 4 bulan sesuai saiz apa ya? Dia agak berisi.,,
ENQ-0024,CUS-0218,2026-08-07 00:00,Instagram DM,SG,Got sell at Guardian anot? Cannot find in the shop leh.,,
ENQ-0041,CUS-0750,2026-08-07 00:00,Email,SG,ORD-01941 was supposed to arrive Monday. Still nothing.,SKU-DIA-NB-40,ORD-01941
ENQ-0075,CUS-0612,2026-08-07 00:00,Email,MY,夜用卫生巾多久换一次比较好？可以用八小时吗？,SKU-PNT-LGT-14,
ENQ-0094,CUS-0794,2026-08-07 00:00,WhatsApp,MY,Which diaper size for a 4 month old? He is quite chubby.,,
ENQ-0098,CUS-0219,2026-08-07 00:00,Instagram DM,SG,hi,,
ENQ-0112,CUS-0721,2026-08-07 00:00,Website form,SG,Any update on ORD-01876? It still says preparing.,SKU-PNT-LGT-14,ORD-01876
ENQ-0124,CUS-0356,2026-08-07 00:00,Instagram DM,MY,"Baby saya 7kg, patut ambil saiz S atau M?",SKU-PNT-LGT-14,
ENQ-0183,CUS-0784,2026-08-07 00:00,Instagram DM,MY,I want to pause my subscription for two months. How?,SKU-WIP-80,
ENQ-0224,CUS-0322,2026-08-07 00:00,Instagram DM,SG,我想退货，包装还没拆封，可以退款吗？,,
ENQ-0271,CUS-0082,2026-08-07 00:00,Instagram DM,ID,"Halo kak, mau tanya pesanan ORD-00217 sudah sampai mana ya?",,ORD-00217
ENQ-0341,CUS-0695,2026-08-07 00:00,Instagram DM,ID,"Bayi saya 7kg, sebaiknya ambil ukuran S atau M ya?",SKU-PAD-DAY-10,
ENQ-0358,CUS-0555,2026-08-07 00:00,Instagram DM,SG,Where can I buy this offline? Any pharmacy near Orchard?,,
ENQ-0404,CUS-0240,2026-08-07 00:00,Email,SG,arrived with the box crushed and two packs torn.,SKU-PAD-DAY-10,
ENQ-0433,CUS-0178,2026-08-07 00:00,WhatsApp,MY,"Nak tanya pasal order ORD-00464, still tak update lagi.",,ORD-00464
ENQ-0465,CUS-0433,2026-08-07 00:00,Website form,ID,Any update on? It still says preparing.,,
ENQ-0519,CUS-0255,2026-08-07 00:00,Instagram DM,SG,请问屈臣氏有卖吗？我在店里找不到。,,
ENQ-0539,CUS-0687,2026-08-07 00:00,WhatsApp,ID,"Bayi saya 7kg, sebaiknya ambil ukuran S atau M ya?",SKU-DIA-M-38,
ENQ-0561,CUS-0481,2026-08-07 00:00,Marketplace Q&A,ID,"Halo kak, mau tanya pesanan sudah sampai mana ya?",,
ENQ-0622,CUS-0020,2026-08-07 00:00,Email,ID,Untuk bayi 4 bulan cocok ukuran berapa? Badannya agak gemuk.,,
ENQ-0647,CUS-0338,2026-08-07 00:00,WhatsApp,SG,表层是什么材质？有添加香精吗？,SKU-DIA-M-38,
ENQ-0665,CUS-0306,2026-08-07 00:00,Instagram DM,ID,"Pesanan telat banget, udah lewat seminggu. Kapan sampainya?",,
ENQ-0680,CUS-0589,2026-08-07 00:00,Instagram DM,SG,urgent please,,
ENQ-0756,CUS-0287,2026-08-07 00:00,WhatsApp,SG,was supposed to arrive Monday. Still nothing.,,
ENQ-0759,CUS-0268,2026-08-07 00:00,WhatsApp,SG,urgent leh,SKU-PNT-LGT-14,
ENQ-0786,CUS-0790,2026-08-07 00:00,WhatsApp,MY,Are your pads chlorine free? I have sensitive skin.,,
ENQ-0823,CUS-0368,2026-08-07 00:00,Instagram DM,SG,Got sell at Guardian anot? Cannot find in the shop leh.,,
ENQ-0837,CUS-0301,2026-08-07 00:00,Email,MY,"Order saya ORD-00783 sepatutnya sampai Isnin, sampai sekarang takde.",SKU-DIA-NB-40,ORD-00783
ENQ-0838,CUS-0338,2026-08-07 00:00,Email,SG,请帮我退款，我订错尺码了。,,
ENQ-0843,CUS-0201,2026-08-07 00:00,WhatsApp,ID,Are your pads chlorine free? I have sensitive skin.,SKU-PNT-LGT-14,
ENQ-0888,CUS-0449,2026-08-07 00:00,Marketplace Q&A,ID,can call me back,,
ENQ-0890,CUS-0304,2026-08-07 00:00,Instagram DM,ID,Any update on? It still says preparing.,,
ENQ-0892,CUS-0577,2026-08-07 00:00,Email,SG,"Hi, can I check where my order ORD-01486 is? Ordered last week.",SKU-PAD-DAY-10,ORD-01486
ENQ-0000,CUS-0660,2026-08-08 00:00,WhatsApp,SG,I want to pause my subscription for two months. How?,,
ENQ-0027,CUS-0519,2026-08-08 00:00,WhatsApp,ID,Liner-nya boleh dibuang ke kloset nggak? Nyimpennya gimana?,,
ENQ-0068,CUS-0458,2026-08-08 00:00,WhatsApp,SG,I want to pause my subscription for two months. How?,SKU-WIP-80,
ENQ-0082,CUS-0307,2026-08-08 00:00,WhatsApp,ID,Which diaper size for a 4 month old? He is quite chubby.,,
ENQ-0177,CUS-0283,2026-08-08 00:00,Email,MY,Boleh beli kat mana ya selain online?,,
ENQ-0201,CUS-0469,2026-08-08 00:00,Marketplace Q&A,SG,Got sell at Guardian anot? Cannot find in the shop leh.,SKU-PNT-LGT-14,
ENQ-0212,CUS-0098,2026-08-08 00:00,WhatsApp,MY,Berapa kerap perlu tukar pad malam? Boleh pakai 8 jam?,,
ENQ-0290,CUS-0289,2026-08-08 00:00,WhatsApp,ID,"Pesanan ORD-00758 telat banget, udah lewat seminggu. Kapan sampainya?",SKU-PAD-NGT-10,ORD-00758
ENQ-0301,CUS-0346,2026-08-08 00:00,Instagram DM,SG,我想退货 ORD-00890，包装还没拆封，可以退款吗？,SKU-PAD-DAY-10,ORD-00890
ENQ-0409,CUS-0257,2026-08-08 00:00,Email,SG,护垫可以直接冲马桶吗？开封后要怎么保存？,SKU-DIA-NB-40,
ENQ-0435,CUS-0703,2026-08-08 00:00,Website form,ID,Kok belum ada update ya? Udah seminggu lebih nih.,,
ENQ-0452,CUS-0079,2026-08-08 00:00,WhatsApp,MY,ORD-00212 送到时箱子被压扁了，里面两包也破了。,SKU-DIA-M-38,ORD-00212
ENQ-0460,CUS-0683,2026-08-08 00:00,WhatsApp,MY,Can I flush the liners? And how should I store an opened pack?,,
ENQ-0461,CUS-0700,2026-08-08 00:00,WhatsApp,SG,我想退货，包装还没拆封，可以退款吗？,SKU-DIA-M-38,
