enquiry_id,customer_id,market,language,verdict,gate,answer_id,answer_topic,sent_without_human,draft_reply,decided_at
ENQ-0251,CUS-0055,ID,id,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0258,CUS-0473,SG,en,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0275,CUS-0680,ID,id,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Pesanan Anda ORD-01759 sedang delivered. Anda dapat melacaknya melalui tautan di email pengiriman. Pesanan ke ID biasanya tiba 3-5 hari kerja setelah dikirim.,2026-09-02T11:44:53Z
ENQ-0308,CUS-0057,MY,en,ASSIST,5-evidence,ANS-006,Refund/return,False,,2026-09-02T11:44:53Z
ENQ-0366,CUS-0045,SG,en,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela is available on our own store and through our retail partners in SG. The store locator on our site lists every stockist near you.,2026-09-02T11:44:53Z
ENQ-0408,CUS-0470,MY,ms,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela boleh didapati di kedai dalam talian kami dan melalui rakan runcit kami di MY. Pencari kedai di laman web kami menyenaraikan setiap penjual berhampiran anda.,2026-09-02T11:44:53Z
ENQ-0418,CUS-0494,ID,id,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0458,CUS-0138,SG,sg,ASSIST,5-evidence,ANS-001,Delivery delay,False,,2026-09-02T11:44:53Z
ENQ-0513,CUS-0313,SG,sg,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Change every 3-4 hours, or sooner if heavy. Store unopened packs somewhere cool and dry. Please don't flush - our pads and liners are not flushable.",2026-09-02T11:44:53Z
ENQ-0629,CUS-0185,ID,en,ASSIST,5-evidence,ANS-007,Damaged item,False,,2026-09-02T11:44:53Z
ENQ-0633,CUS-0625,ID,id,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Ukuran newborn cocok hingga 5kg, ukuran S 4-8kg, ukuran M 6-11kg. Jika berat bayi Anda di antara dua ukuran, kami sarankan ambil yang lebih besar - sedikit longgar justru lebih jarang bocor daripada terlalu ketat.",2026-09-02T11:44:53Z
ENQ-0651,CUS-0070,ID,id,ASSIST,6-authority,ANS-006,Refund/return,False,Kami dapat mengembalikan dana atau mengganti ORD-00192. Kemasan yang belum dibuka bisa dikembalikan dalam 14 hari. Mohon balas dengan foto dan kami atur penjemputan tanpa biaya.,2026-09-02T11:44:53Z
ENQ-0704,CUS-0456,SG,en,ASSIST,6-authority,ANS-008,Ingredients,False,"Our pads use a chlorine-free cellulose core with a cotton-blend top sheet. Full ingredient lists are on every product page. If you have a known sensitivity, please speak to a pharmacist before use.",2026-09-02T11:44:53Z
ENQ-0874,CUS-0128,SG,en,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela is available on our own store and through our retail partners in SG. The store locator on our site lists every stockist near you.,2026-09-02T11:44:53Z
ENQ-0065,CUS-0495,SG,zh,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,您的订单 ORD-01274 目前状态为 delivered。您可以通过发货邮件中的链接追踪包裹。寄往 SG 的订单通常在发货后 3-5 个工作日送达。,2026-09-02T11:44:53Z
ENQ-0070,CUS-0664,ID,id,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0144,CUS-0492,ID,id,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0192,CUS-0424,ID,id,AUTO_ANSWER,0-self-serve,ANS-005,Subscription,True,"Anda bisa menjeda, mengubah interval, atau membatalkan kapan saja dari halaman akun. Perubahan sebelum tanggal perpanjangan berlaku untuk pengiriman berikutnya.",2026-09-02T11:44:53Z
ENQ-0215,CUS-0478,SG,sg,ASSIST,5-evidence,ANS-006,Refund/return,False,,2026-09-02T11:44:53Z
ENQ-0235,CUS-0354,ID,id,ASSIST,5-evidence,ANS-001,Delivery delay,False,,2026-09-02T11:44:53Z
ENQ-0263,CUS-0718,SG,sg,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Newborn size fits up to 5kg, size S 4-8kg, size M 6-11kg. If your baby is between sizes we suggest going up - a slightly loose fit leaks less than a tight one.",2026-09-02T11:44:53Z
ENQ-0338,CUS-0513,ID,id,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela tersedia di toko resmi kami dan melalui mitra ritel kami di ID. Pencari toko di situs kami menampilkan seluruh penjual terdekat.,2026-09-02T11:44:53Z
ENQ-0390,CUS-0235,SG,sg,ASSIST,5-evidence,ANS-006,Refund/return,False,,2026-09-02T11:44:53Z
ENQ-0413,CUS-0329,MY,en,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Change every 3-4 hours, or sooner if heavy. Store unopened packs somewhere cool and dry. Please don't flush - our pads and liners are not flushable.",2026-09-02T11:44:53Z
ENQ-0431,CUS-0267,ID,id,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0462,CUS-0284,SG,en,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Your order ORD-00744 is in transit. You can track it with the link in your dispatch email. Orders to SG usually arrive 3-5 working days after dispatch.,2026-09-02T11:44:53Z
ENQ-0471,CUS-0190,MY,ms,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Saiz newborn sesuai sehingga 5kg, saiz S 4-8kg, saiz M 6-11kg. Jika bayi anda berada di antara dua saiz, kami cadangkan pilih yang lebih besar - muat sedikit longgar kurang bocor berbanding terlalu ketat.",2026-09-02T11:44:53Z
ENQ-0558,CUS-0311,ID,id,AUTO_ANSWER,0-self-serve,ANS-001,Delivery delay,True,"Kami mohon maaf atas keterlambatan ini. ORD-00803 tercatat tertunda di kurir. Jika belum tiba dalam 3 hari kerja, kami akan mengirimkan penggantinya tanpa biaya.",2026-09-02T11:44:53Z
ENQ-0566,CUS-0657,SG,en,ASSIST,5-evidence,ANS-001,Delivery delay,False,,2026-09-02T11:44:53Z
ENQ-0577,CUS-0771,ID,id,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Ganti setiap 3-4 jam, atau lebih cepat bila terasa penuh. Simpan kemasan yang belum dibuka di tempat sejuk dan kering. Mohon jangan dibuang ke kloset - pembalut dan liner kami tidak bisa larut.",2026-09-02T11:44:53Z
ENQ-0583,CUS-0403,MY,zh,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,建议每 3-4 小时更换一次，量多时可提前更换。未开封的包装请存放在阴凉干燥处。请勿丢入马桶 - 我们的卫生巾和护垫不可冲散。,2026-09-02T11:44:53Z
ENQ-0587,CUS-0204,MY,ms,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0621,CUS-0117,SG,sg,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Change every 3-4 hours, or sooner if heavy. Store unopened packs somewhere cool and dry. Please don't flush - our pads and liners are not flushable.",2026-09-02T11:44:53Z
ENQ-0624,CUS-0449,ID,en,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Change every 3-4 hours, or sooner if heavy. Store unopened packs somewhere cool and dry. Please don't flush - our pads and liners are not flushable.",2026-09-02T11:44:53Z
ENQ-0666,CUS-0208,ID,id,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela tersedia di toko resmi kami dan melalui mitra ritel kami di ID. Pencari toko di situs kami menampilkan seluruh penjual terdekat.,2026-09-02T11:44:53Z
ENQ-0762,CUS-0056,MY,ms,ASSIST,5-evidence,ANS-007,Damaged item,False,,2026-09-02T11:44:53Z
ENQ-0793,CUS-0289,ID,id,ASSIST,6-authority,ANS-006,Refund/return,False,Kami dapat mengembalikan dana atau mengganti ORD-00758. Kemasan yang belum dibuka bisa dikembalikan dalam 14 hari. Mohon balas dengan foto dan kami atur penjemputan tanpa biaya.,2026-09-02T11:44:53Z
ENQ-0833,CUS-0444,SG,zh,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0842,CUS-0783,SG,sg,AUTO_ANSWER,0-self-serve,ANS-005,Subscription,True,"You can pause, change the interval or cancel any time from your account page. Changes made before your renewal date apply to the very next delivery.",2026-09-02T11:44:53Z
ENQ-0006,CUS-0776,SG,en,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0010,CUS-0348,SG,en,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Newborn size fits up to 5kg, size S 4-8kg, size M 6-11kg. If your baby is between sizes we suggest going up - a slightly loose fit leaks less than a tight one.",2026-09-02T11:44:53Z
ENQ-0104,CUS-0551,SG,en,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Newborn size fits up to 5kg, size S 4-8kg, size M 6-11kg. If your baby is between sizes we suggest going up - a slightly loose fit leaks less than a tight one.",2026-09-02T11:44:53Z
ENQ-0111,CUS-0240,SG,en,ASSIST,5-evidence,ANS-006,Refund/return,False,,2026-09-02T11:44:53Z
ENQ-0136,CUS-0582,ID,ms,ASSIST,5-evidence,ANS-006,Refund/return,False,,2026-09-02T11:44:53Z
ENQ-0138,CUS-0397,ID,id,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela tersedia di toko resmi kami dan melalui mitra ritel kami di ID. Pencari toko di situs kami menampilkan seluruh penjual terdekat.,2026-09-02T11:44:53Z
ENQ-0154,CUS-0644,MY,ms,ASSIST,5-evidence,ANS-006,Refund/return,False,,2026-09-02T11:44:53Z
ENQ-0237,CUS-0362,MY,ms,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Saiz newborn sesuai sehingga 5kg, saiz S 4-8kg, saiz M 6-11kg. Jika bayi anda berada di antara dua saiz, kami cadangkan pilih yang lebih besar - muat sedikit longgar kurang bocor berbanding terlalu ketat.",2026-09-02T11:44:53Z
ENQ-0248,CUS-0686,ID,id,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Ganti setiap 3-4 jam, atau lebih cepat bila terasa penuh. Simpan kemasan yang belum dibuka di tempat sejuk dan kering. Mohon jangan dibuang ke kloset - pembalut dan liner kami tidak bisa larut.",2026-09-02T11:44:53Z
ENQ-0293,CUS-0412,SG,en,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Change every 3-4 hours, or sooner if heavy. Store unopened packs somewhere cool and dry. Please don't flush - our pads and liners are not flushable.",2026-09-02T11:44:53Z
ENQ-0317,CUS-0158,SG,en,ASSIST,5-evidence,ANS-001,Delivery delay,False,,2026-09-02T11:44:53Z
ENQ-0370,CUS-0597,SG,en,AUTO_ANSWER,0-self-serve,ANS-005,Subscription,True,"You can pause, change the interval or cancel any time from your account page. Changes made before your renewal date apply to the very next delivery.",2026-09-02T11:44:53Z
ENQ-0385,CUS-0155,MY,ms,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela boleh didapati di kedai dalam talian kami dan melalui rakan runcit kami di MY. Pencari kedai di laman web kami menyenaraikan setiap penjual berhampiran anda.,2026-09-02T11:44:53Z
ENQ-0392,CUS-0148,SG,en,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Your order ORD-00398 is delivered. You can track it with the link in your dispatch email. Orders to SG usually arrive 3-5 working days after dispatch.,2026-09-02T11:44:53Z
ENQ-0407,CUS-0331,ID,id,ASSIST,5-evidence,ANS-001,Delivery delay,False,,2026-09-02T11:44:53Z
ENQ-0481,CUS-0368,SG,en,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Change every 3-4 hours, or sooner if heavy. Store unopened packs somewhere cool and dry. Please don't flush - our pads and liners are not flushable.",2026-09-02T11:44:53Z
ENQ-0496,CUS-0530,MY,en,AUTO_ANSWER,0-self-serve,ANS-001,Delivery delay,True,We're sorry your order is late. ORD-01363 is showing as delayed with the courier. If it hasn't arrived within 3 working days we'll send a replacement at no cost.,2026-09-02T11:44:53Z
ENQ-0505,CUS-0532,MY,en,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0506,CUS-0646,ID,en,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Newborn size fits up to 5kg, size S 4-8kg, size M 6-11kg. If your baby is between sizes we suggest going up - a slightly loose fit leaks less than a tight one.",2026-09-02T11:44:53Z
ENQ-0562,CUS-0358,SG,en,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0569,CUS-0129,ID,en,ASSIST,5-evidence,ANS-007,Damaged item,False,,2026-09-02T11:44:53Z
ENQ-0723,CUS-0254,ID,id,AUTO_ANSWER,0-self-serve,ANS-001,Delivery delay,True,"Kami mohon maaf atas keterlambatan ini. ORD-00666 tercatat tertunda di kurir. Jika belum tiba dalam 3 hari kerja, kami akan mengirimkan penggantinya tanpa biaya.",2026-09-02T11:44:53Z
ENQ-0800,CUS-0046,ID,id,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Ganti setiap 3-4 jam, atau lebih cepat bila terasa penuh. Simpan kemasan yang belum dibuka di tempat sejuk dan kering. Mohon jangan dibuang ke kloset - pembalut dan liner kami tidak bisa larut.",2026-09-02T11:44:53Z
ENQ-0815,CUS-0772,MY,en,ASSIST,6-authority,ANS-008,Ingredients,False,"Our pads use a chlorine-free cellulose core with a cotton-blend top sheet. Full ingredient lists are on every product page. If you have a known sensitivity, please speak to a pharmacist before use.",2026-09-02T11:44:53Z
ENQ-0871,CUS-0612,MY,zh,ASSIST,6-authority,ANS-006,Refund/return,False,我们可以为 ORD-01579 办理退款或换货。未开封的包装可在 14 天内退回。请回复照片，我们将免费安排上门取件。,2026-09-02T11:44:53Z
ENQ-0058,CUS-0322,SG,zh,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,建议每 3-4 小时更换一次，量多时可提前更换。未开封的包装请存放在阴凉干燥处。请勿丢入马桶 - 我们的卫生巾和护垫不可冲散。,2026-09-02T11:44:53Z
ENQ-0119,CUS-0013,MY,ms,AUTO_ANSWER,0-self-serve,ANS-001,Delivery delay,True,"Kami memohon maaf atas kelewatan. ORD-00038 menunjukkan status tertunda dengan kurier. Jika ia tidak tiba dalam 3 hari bekerja, kami akan menghantar gantian tanpa sebarang kos.",2026-09-02T11:44:53Z
ENQ-0182,CUS-0059,SG,sg,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0187,CUS-0053,ID,ms,ASSIST,5-evidence,ANS-006,Refund/return,False,,2026-09-02T11:44:53Z
ENQ-0193,CUS-0312,SG,en,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Newborn size fits up to 5kg, size S 4-8kg, size M 6-11kg. If your baby is between sizes we suggest going up - a slightly loose fit leaks less than a tight one.",2026-09-02T11:44:53Z
ENQ-0254,CUS-0526,MY,ms,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela boleh didapati di kedai dalam talian kami dan melalui rakan runcit kami di MY. Pencari kedai di laman web kami menyenaraikan setiap penjual berhampiran anda.,2026-09-02T11:44:53Z
ENQ-0298,CUS-0386,SG,en,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0313,CUS-0228,ID,id,ASSIST,5-evidence,ANS-001,Delivery delay,False,,2026-09-02T11:44:53Z
ENQ-0346,CUS-0627,MY,en,ASSIST,5-evidence,ANS-007,Damaged item,False,,2026-09-02T11:44:53Z
ENQ-0371,CUS-0784,MY,en,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Your order ORD-02026 is delayed. You can track it with the link in your dispatch email. Orders to MY usually arrive 3-5 working days after dispatch.,2026-09-02T11:44:53Z
ENQ-0393,CUS-0067,MY,en,ASSIST,5-evidence,ANS-006,Refund/return,False,,2026-09-02T11:44:53Z
ENQ-0514,CUS-0229,MY,ms,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Saiz newborn sesuai sehingga 5kg, saiz S 4-8kg, saiz M 6-11kg. Jika bayi anda berada di antara dua saiz, kami cadangkan pilih yang lebih besar - muat sedikit longgar kurang bocor berbanding terlalu ketat.",2026-09-02T11:44:53Z
ENQ-0534,CUS-0493,ID,en,AUTO_ANSWER,0-self-serve,ANS-001,Delivery delay,True,We're sorry your order is late. ORD-01266 is showing as delayed with the courier. If it hasn't arrived within 3 working days we'll send a replacement at no cost.,2026-09-02T11:44:53Z
ENQ-0555,CUS-0178,MY,ms,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Tukar setiap 3-4 jam, atau lebih awal jika berat. Simpan pek yang belum dibuka di tempat sejuk dan kering. Jangan buang ke dalam tandas - tuala dan liner kami tidak boleh dipam.",2026-09-02T11:44:53Z
ENQ-0584,CUS-0106,MY,en,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Newborn size fits up to 5kg, size S 4-8kg, size M 6-11kg. If your baby is between sizes we suggest going up - a slightly loose fit leaks less than a tight one.",2026-09-02T11:44:53Z
ENQ-0640,CUS-0763,MY,en,AUTO_ANSWER,0-self-serve,ANS-005,Subscription,True,"You can pause, change the interval or cancel any time from your account page. Changes made before your renewal date apply to the very next delivery.",2026-09-02T11:44:53Z
ENQ-0699,CUS-0654,SG,en,AUTO_ANSWER,0-self-serve,ANS-005,Subscription,True,"You can pause, change the interval or cancel any time from your account page. Changes made before your renewal date apply to the very next delivery.",2026-09-02T11:44:53Z
ENQ-0755,CUS-0340,ID,id,AUTO_ANSWER,0-self-serve,ANS-005,Subscription,True,"Anda bisa menjeda, mengubah interval, atau membatalkan kapan saja dari halaman akun. Perubahan sebelum tanggal perpanjangan berlaku untuk pengiriman berikutnya.",2026-09-02T11:44:53Z
ENQ-0860,CUS-0484,SG,en,ASSIST,5-evidence,ANS-001,Delivery delay,False,,2026-09-02T11:44:53Z
ENQ-0868,CUS-0212,SG,en,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Change every 3-4 hours, or sooner if heavy. Store unopened packs somewhere cool and dry. Please don't flush - our pads and liners are not flushable.",2026-09-02T11:44:53Z
ENQ-0007,CUS-0225,SG,en,ASSIST,6-authority,ANS-006,Refund/return,False,We can refund or replace ORD-00592. Unopened packs can be returned within 14 days. Please reply with a photo and we'll arrange collection at no cost to you.,2026-09-02T11:44:53Z
ENQ-0088,CUS-0245,MY,ms,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Tukar setiap 3-4 jam, atau lebih awal jika berat. Simpan pek yang belum dibuka di tempat sejuk dan kering. Jangan buang ke dalam tandas - tuala dan liner kami tidak boleh dipam.",2026-09-02T11:44:53Z
ENQ-0089,CUS-0702,SG,en,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0093,CUS-0585,ID,id,ASSIST,5-evidence,ANS-001,Delivery delay,False,,2026-09-02T11:44:53Z
ENQ-0117,CUS-0143,SG,zh,ASSIST,5-evidence,ANS-006,Refund/return,False,,2026-09-02T11:44:53Z
ENQ-0125,CUS-0105,ID,id,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0156,CUS-0037,ID,id,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Ukuran newborn cocok hingga 5kg, ukuran S 4-8kg, ukuran M 6-11kg. Jika berat bayi Anda di antara dua ukuran, kami sarankan ambil yang lebih besar - sedikit longgar justru lebih jarang bocor daripada terlalu ketat.",2026-09-02T11:44:53Z
ENQ-0178,CUS-0736,SG,en,ASSIST,5-evidence,ANS-007,Damaged item,False,,2026-09-02T11:44:53Z
ENQ-0198,CUS-0363,ID,id,ASSIST,5-evidence,ANS-001,Delivery delay,False,,2026-09-02T11:44:53Z
ENQ-0213,CUS-0173,MY,en,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela is available on our own store and through our retail partners in MY. The store locator on our site lists every stockist near you.,2026-09-02T11:44:53Z
ENQ-0228,CUS-0207,MY,en,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Newborn size fits up to 5kg, size S 4-8kg, size M 6-11kg. If your baby is between sizes we suggest going up - a slightly loose fit leaks less than a tight one.",2026-09-02T11:44:53Z
ENQ-0230,CUS-0657,SG,en,ASSIST,6-authority,ANS-008,Ingredients,False,"Our pads use a chlorine-free cellulose core with a cotton-blend top sheet. Full ingredient lists are on every product page. If you have a known sensitivity, please speak to a pharmacist before use.",2026-09-02T11:44:53Z
ENQ-0243,CUS-0784,MY,en,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Change every 3-4 hours, or sooner if heavy. Store unopened packs somewhere cool and dry. Please don't flush - our pads and liners are not flushable.",2026-09-02T11:44:53Z
ENQ-0270,CUS-0785,SG,sg,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela is available on our own store and through our retail partners in SG. The store locator on our site lists every stockist near you.,2026-09-02T11:44:53Z
ENQ-0272,CUS-0670,ID,id,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Ukuran newborn cocok hingga 5kg, ukuran S 4-8kg, ukuran M 6-11kg. Jika berat bayi Anda di antara dua ukuran, kami sarankan ambil yang lebih besar - sedikit longgar justru lebih jarang bocor daripada terlalu ketat.",2026-09-02T11:44:53Z
ENQ-0299,CUS-0640,ID,id,AUTO_ANSWER,0-self-serve,ANS-001,Delivery delay,True,"Kami mohon maaf atas keterlambatan ini. ORD-01649 tercatat tertunda di kurir. Jika belum tiba dalam 3 hari kerja, kami akan mengirimkan penggantinya tanpa biaya.",2026-09-02T11:44:53Z
ENQ-0320,CUS-0781,SG,en,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Newborn size fits up to 5kg, size S 4-8kg, size M 6-11kg. If your baby is between sizes we suggest going up - a slightly loose fit leaks less than a tight one.",2026-09-02T11:44:53Z
ENQ-0373,CUS-0509,MY,en,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0457,CUS-0352,ID,id,AUTO_ANSWER,0-self-serve,ANS-001,Delivery delay,True,"Kami mohon maaf atas keterlambatan ini. ORD-00908 tercatat tertunda di kurir. Jika belum tiba dalam 3 hari kerja, kami akan mengirimkan penggantinya tanpa biaya.",2026-09-02T11:44:53Z
ENQ-0572,CUS-0469,SG,sg,ASSIST,6-authority,ANS-006,Refund/return,False,We can refund or replace ORD-01207. Unopened packs can be returned within 14 days. Please reply with a photo and we'll arrange collection at no cost to you.,2026-09-02T11:44:53Z
ENQ-0616,CUS-0728,ID,id,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela tersedia di toko resmi kami dan melalui mitra ritel kami di ID. Pencari toko di situs kami menampilkan seluruh penjual terdekat.,2026-09-02T11:44:53Z
ENQ-0637,CUS-0006,MY,en,AUTO_ANSWER,0-self-serve,ANS-005,Subscription,True,"You can pause, change the interval or cancel any time from your account page. Changes made before your renewal date apply to the very next delivery.",2026-09-02T11:44:53Z
ENQ-0703,CUS-0155,MY,ms,ASSIST,6-authority,ANS-006,Refund/return,False,Kami boleh membayar balik atau menggantikan ORD-00412. Pek yang belum dibuka boleh dipulangkan dalam tempoh 14 hari. Sila balas dengan gambar dan kami akan uruskan pengambilan tanpa kos.,2026-09-02T11:44:53Z
ENQ-0722,CUS-0320,SG,en,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela is available on our own store and through our retail partners in SG. The store locator on our site lists every stockist near you.,2026-09-02T11:44:53Z
ENQ-0766,CUS-0734,MY,zh,AUTO_ANSWER,0-self-serve,ANS-001,Delivery delay,True,很抱歉您的订单延误了。ORD-01904 在快递方显示为延迟。如果三个工作日内仍未送达，我们将免费为您补寄。,2026-09-02T11:44:53Z
ENQ-0771,CUS-0153,ID,id,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0779,CUS-0486,ID,id,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Ganti setiap 3-4 jam, atau lebih cepat bila terasa penuh. Simpan kemasan yang belum dibuka di tempat sejuk dan kering. Mohon jangan dibuang ke kloset - pembalut dan liner kami tidak bisa larut.",2026-09-02T11:44:53Z
ENQ-0037,CUS-0037,ID,id,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela tersedia di toko resmi kami dan melalui mitra ritel kami di ID. Pencari toko di situs kami menampilkan seluruh penjual terdekat.,2026-09-02T11:44:53Z
ENQ-0073,CUS-0722,MY,ms,ASSIST,6-authority,ANS-007,Damaged item,False,"Kami memohon maaf kerana ORD-01879 tiba dalam keadaan rosak. Sila hantar gambar pek dan kotak luar, dan kami akan menghantar gantian pada hari yang sama.",2026-09-02T11:44:53Z
ENQ-0157,CUS-0020,ID,id,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Ukuran newborn cocok hingga 5kg, ukuran S 4-8kg, ukuran M 6-11kg. Jika berat bayi Anda di antara dua ukuran, kami sarankan ambil yang lebih besar - sedikit longgar justru lebih jarang bocor daripada terlalu ketat.",2026-09-02T11:44:53Z
ENQ-0184,CUS-0699,SG,en,ASSIST,6-authority,ANS-007,Damaged item,False,We're sorry ORD-01815 arrived damaged. Please send a photo of the pack and the outer carton and we'll ship a replacement the same day.,2026-09-02T11:44:53Z
ENQ-0202,CUS-0652,ID,id,ASSIST,5-evidence,ANS-006,Refund/return,False,,2026-09-02T11:44:53Z
ENQ-0207,CUS-0388,ID,en,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Newborn size fits up to 5kg, size S 4-8kg, size M 6-11kg. If your baby is between sizes we suggest going up - a slightly loose fit leaks less than a tight one.",2026-09-02T11:44:53Z
ENQ-0255,CUS-0566,ID,id,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Ukuran newborn cocok hingga 5kg, ukuran S 4-8kg, ukuran M 6-11kg. Jika berat bayi Anda di antara dua ukuran, kami sarankan ambil yang lebih besar - sedikit longgar justru lebih jarang bocor daripada terlalu ketat.",2026-09-02T11:44:53Z
ENQ-0267,CUS-0038,ID,en,ASSIST,5-evidence,ANS-001,Delivery delay,False,,2026-09-02T11:44:53Z
ENQ-0306,CUS-0197,ID,id,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0329,CUS-0682,MY,en,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela is available on our own store and through our retail partners in MY. The store locator on our site lists every stockist near you.,2026-09-02T11:44:53Z
ENQ-0343,CUS-0589,SG,en,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0391,CUS-0124,SG,en,ASSIST,5-evidence,ANS-001,Delivery delay,False,,2026-09-02T11:44:53Z
ENQ-0395,CUS-0369,SG,en,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Your order ORD-00949 is delivered. You can track it with the link in your dispatch email. Orders to SG usually arrive 3-5 working days after dispatch.,2026-09-02T11:44:53Z
ENQ-0463,CUS-0614,SG,sg,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Newborn size fits up to 5kg, size S 4-8kg, size M 6-11kg. If your baby is between sizes we suggest going up - a slightly loose fit leaks less than a tight one.",2026-09-02T11:44:53Z
ENQ-0484,CUS-0162,ID,id,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela tersedia di toko resmi kami dan melalui mitra ritel kami di ID. Pencari toko di situs kami menampilkan seluruh penjual terdekat.,2026-09-02T11:44:53Z
ENQ-0499,CUS-0586,SG,en,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela is available on our own store and through our retail partners in SG. The store locator on our site lists every stockist near you.,2026-09-02T11:44:53Z
ENQ-0509,CUS-0404,ID,id,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
