enquiry_id,customer_id,received_at,channel,market,language,topic,sentiment,is_health_issue,contact_seq,order_id,verdict,gate,reason,answer_id,handle_minutes,decided_at
ENQ-0274,CUS-0342,2026-07-29 00:00,WhatsApp,ID,id,Delivery delay,Frustrated,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-001,6,2026-08-25T14:24:04Z
ENQ-0286,CUS-0503,2026-07-29 00:00,WhatsApp,MY,ms,Order status,Frustrated,False,1,ORD-01294,AUTO_ANSWER,0-self-serve,"approved answer sent in ms, no human touched it",ANS-000,1,2026-08-25T14:24:04Z
ENQ-0318,CUS-0191,2026-07-29 00:00,WhatsApp,SG,en,Order status,Frustrated,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-000,6,2026-08-25T14:24:04Z
ENQ-0372,CUS-0081,2026-07-29 00:00,Website form,SG,en,Order status,Frustrated,False,1,ORD-00214,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-000,1,2026-08-25T14:24:04Z
ENQ-0374,CUS-0526,2026-07-29 00:00,Marketplace Q&A,MY,ms,Where to buy,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in ms, no human touched it",ANS-002,1,2026-08-25T14:24:04Z
ENQ-0410,CUS-0087,2026-07-29 00:00,WhatsApp,MY,ms,Refund/return,Neutral,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-006,6,2026-08-25T14:24:04Z
ENQ-0425,CUS-0568,2026-07-29 00:00,Website form,ID,id,Health complaint,Neutral,True,1,,ESCALATE,1-safety,customer describes a physical reaction - never auto-answered,,16,2026-08-25T14:24:04Z
ENQ-0439,CUS-0528,2026-07-29 00:00,WhatsApp,SG,en,Refund/return,Neutral,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-006,6,2026-08-25T14:24:04Z
ENQ-0493,CUS-0286,2026-07-29 00:00,Email,ID,en,Order status,Neutral,False,1,ORD-00750,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-000,1,2026-08-25T14:24:04Z
ENQ-0586,CUS-0590,2026-07-29 00:00,WhatsApp,ID,id,Delivery delay,Neutral,False,2,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-001,6,2026-08-25T14:24:04Z
ENQ-0607,CUS-0112,2026-07-29 00:00,WhatsApp,ID,id,Product usage,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-004,1,2026-08-25T14:24:04Z
ENQ-0676,CUS-0348,2026-07-29 00:00,Marketplace Q&A,SG,en,Where to buy,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-002,1,2026-08-25T14:24:04Z
ENQ-0705,CUS-0291,2026-07-29 00:00,Marketplace Q&A,SG,zh,Ingredients,Neutral,False,1,,ASSIST,6-authority,approved answer is drafted but policy requires a human to send,ANS-008,6,2026-08-25T14:24:04Z
ENQ-0809,CUS-0608,2026-07-29 00:00,Instagram DM,ID,id,Sizing,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
ENQ-0870,CUS-0208,2026-07-29 00:00,Instagram DM,ID,id,Unclear,Neutral,False,1,,CLARIFY,2-clarity,no topic could be established from the message,,16,2026-08-25T14:24:04Z
ENQ-0876,CUS-0408,2026-07-29 00:00,Marketplace Q&A,SG,en,Where to buy,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-002,1,2026-08-25T14:24:04Z
ENQ-0883,CUS-0285,2026-07-29 00:00,Website form,SG,en,Delivery delay,Frustrated,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-001,6,2026-08-25T14:24:04Z
ENQ-0899,CUS-0353,2026-07-29 00:00,Instagram DM,ID,en,Delivery delay,Frustrated,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-001,6,2026-08-25T14:24:04Z
ENQ-0008,CUS-0513,2026-07-30 00:00,Instagram DM,ID,id,Sizing,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
ENQ-0029,CUS-0324,2026-07-30 00:00,WhatsApp,SG,sg,Sizing,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in sg, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
ENQ-0064,CUS-0538,2026-07-30 00:00,WhatsApp,ID,ms,Refund/return,Neutral,False,1,ORD-01381,ASSIST,6-authority,approved answer is drafted but policy requires a human to send,ANS-006,6,2026-08-25T14:24:04Z
ENQ-0072,CUS-0556,2026-07-30 00:00,WhatsApp,SG,en,Unclear,Neutral,False,2,,CLARIFY,2-clarity,no topic could be established from the message,,16,2026-08-25T14:24:04Z
ENQ-0097,CUS-0236,2026-07-30 00:00,WhatsApp,MY,ms,Product usage,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in ms, no human touched it",ANS-004,1,2026-08-25T14:24:04Z
ENQ-0118,CUS-0731,2026-07-30 00:00,Instagram DM,SG,zh,Where to buy,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in zh, no human touched it",ANS-002,1,2026-08-25T14:24:04Z
ENQ-0174,CUS-0175,2026-07-30 00:00,WhatsApp,SG,en,Subscription,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-005,1,2026-08-25T14:24:04Z
ENQ-0209,CUS-0689,2026-07-30 00:00,Marketplace Q&A,SG,en,Order status,Frustrated,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-000,6,2026-08-25T14:24:04Z
ENQ-0233,CUS-0281,2026-07-30 00:00,WhatsApp,ID,en,Order status,Neutral,False,3,,ESCALATE,3-third-strike,contact #3 from this customer this month - the previous answers did not work,,16,2026-08-25T14:24:04Z
ENQ-0251,CUS-0055,2026-07-30 00:00,Email,ID,id,Order status,Frustrated,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-000,6,2026-08-25T14:24:04Z
ENQ-0258,CUS-0473,2026-07-30 00:00,Email,SG,en,Order status,Neutral,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-000,6,2026-08-25T14:24:04Z
ENQ-0275,CUS-0680,2026-07-30 00:00,Instagram DM,ID,id,Order status,Neutral,False,1,ORD-01759,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-000,1,2026-08-25T14:24:04Z
ENQ-0308,CUS-0057,2026-07-30 00:00,WhatsApp,MY,en,Refund/return,Neutral,False,2,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-006,6,2026-08-25T14:24:04Z
ENQ-0366,CUS-0045,2026-07-30 00:00,Email,SG,en,Where to buy,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-002,1,2026-08-25T14:24:04Z
ENQ-0377,CUS-0382,2026-07-30 00:00,Email,MY,ms,Unclassified,Frustrated,False,1,ORD-00984,CLARIFY,2-clarity,no topic could be established from the message,,16,2026-08-25T14:24:04Z
ENQ-0408,CUS-0470,2026-07-30 00:00,WhatsApp,MY,ms,Where to buy,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in ms, no human touched it",ANS-002,1,2026-08-25T14:24:04Z
ENQ-0418,CUS-0494,2026-07-30 00:00,Instagram DM,ID,id,Order status,Frustrated,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-000,6,2026-08-25T14:24:04Z
ENQ-0458,CUS-0138,2026-07-30 00:00,Website form,SG,sg,Delivery delay,Angry,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-001,6,2026-08-25T14:24:04Z
ENQ-0513,CUS-0313,2026-07-30 00:00,WhatsApp,SG,sg,Product usage,Neutral,False,2,,AUTO_ANSWER,0-self-serve,"approved answer sent in sg, no human touched it",ANS-004,1,2026-08-25T14:24:04Z
ENQ-0629,CUS-0185,2026-07-30 00:00,Instagram DM,ID,en,Damaged item,Neutral,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-007,6,2026-08-25T14:24:04Z
ENQ-0633,CUS-0625,2026-07-30 00:00,Marketplace Q&A,ID,id,Sizing,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
ENQ-0651,CUS-0070,2026-07-30 00:00,WhatsApp,ID,id,Refund/return,Neutral,False,1,ORD-00192,ASSIST,6-authority,approved answer is drafted but policy requires a human to send,ANS-006,6,2026-08-25T14:24:04Z
ENQ-0704,CUS-0456,2026-07-30 00:00,Website form,SG,en,Ingredients,Neutral,False,1,,ASSIST,6-authority,approved answer is drafted but policy requires a human to send,ANS-008,6,2026-08-25T14:24:04Z
ENQ-0835,CUS-0764,2026-07-30 00:00,Marketplace Q&A,ID,en,Unclear,Angry,False,1,,CLARIFY,2-clarity,no topic could be established from the message,,16,2026-08-25T14:24:04Z
ENQ-0874,CUS-0128,2026-07-30 00:00,Website form,SG,en,Where to buy,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-002,1,2026-08-25T14:24:04Z
ENQ-0065,CUS-0495,2026-07-31 00:00,Instagram DM,SG,zh,Order status,Angry,False,1,ORD-01274,AUTO_ANSWER,0-self-serve,"approved answer sent in zh, no human touched it",ANS-000,1,2026-08-25T14:24:04Z
ENQ-0070,CUS-0664,2026-07-31 00:00,Email,ID,id,Order status,Neutral,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-000,6,2026-08-25T14:24:04Z
ENQ-0144,CUS-0492,2026-07-31 00:00,Email,ID,id,Order status,Frustrated,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-000,6,2026-08-25T14:24:04Z
ENQ-0175,CUS-0224,2026-07-31 00:00,Instagram DM,MY,en,Health complaint,Neutral,True,1,,ESCALATE,1-safety,customer describes a physical reaction - never auto-answered,,16,2026-08-25T14:24:04Z
ENQ-0192,CUS-0424,2026-07-31 00:00,Marketplace Q&A,ID,id,Subscription,Neutral,False,2,,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-005,1,2026-08-25T14:24:04Z
ENQ-0215,CUS-0478,2026-07-31 00:00,WhatsApp,SG,sg,Refund/return,Neutral,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-006,6,2026-08-25T14:24:04Z
ENQ-0235,CUS-0354,2026-07-31 00:00,Marketplace Q&A,ID,id,Delivery delay,Frustrated,False,2,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-001,6,2026-08-25T14:24:04Z
ENQ-0262,CUS-0354,2026-07-31 00:00,Website form,ID,en,Damaged item,Neutral,False,3,,ESCALATE,3-third-strike,contact #3 from this customer this month - the previous answers did not work,,16,2026-08-25T14:24:04Z
ENQ-0263,CUS-0718,2026-07-31 00:00,Email,SG,sg,Sizing,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in sg, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
ENQ-0338,CUS-0513,2026-07-31 00:00,Instagram DM,ID,id,Where to buy,Neutral,False,2,,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-002,1,2026-08-25T14:24:04Z
ENQ-0390,CUS-0235,2026-07-31 00:00,WhatsApp,SG,sg,Refund/return,Neutral,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-006,6,2026-08-25T14:24:04Z
ENQ-0413,CUS-0329,2026-07-31 00:00,Instagram DM,MY,en,Product usage,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-004,1,2026-08-25T14:24:04Z
ENQ-0431,CUS-0267,2026-07-31 00:00,Instagram DM,ID,id,Order status,Frustrated,False,2,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-000,6,2026-08-25T14:24:04Z
ENQ-0462,CUS-0284,2026-07-31 00:00,Marketplace Q&A,SG,en,Order status,Frustrated,False,2,ORD-00744,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-000,1,2026-08-25T14:24:04Z
ENQ-0471,CUS-0190,2026-07-31 00:00,WhatsApp,MY,ms,Sizing,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in ms, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
ENQ-0558,CUS-0311,2026-07-31 00:00,Marketplace Q&A,ID,id,Delivery delay,Frustrated,False,1,ORD-00803,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-001,1,2026-08-25T14:24:04Z
ENQ-0566,CUS-0657,2026-07-31 00:00,Marketplace Q&A,SG,en,Delivery delay,Frustrated,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-001,6,2026-08-25T14:24:04Z
ENQ-0567,CUS-0215,2026-07-31 00:00,Website form,ID,en,Unclear,Neutral,False,1,,CLARIFY,2-clarity,no topic could be established from the message,,16,2026-08-25T14:24:04Z
ENQ-0577,CUS-0771,2026-07-31 00:00,Instagram DM,ID,id,Product usage,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-004,1,2026-08-25T14:24:04Z
ENQ-0583,CUS-0403,2026-07-31 00:00,Instagram DM,MY,zh,Product usage,Neutral,False,2,,AUTO_ANSWER,0-self-serve,"approved answer sent in zh, no human touched it",ANS-004,1,2026-08-25T14:24:04Z
ENQ-0587,CUS-0204,2026-07-31 00:00,Email,MY,ms,Order status,Frustrated,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-000,6,2026-08-25T14:24:04Z
ENQ-0596,CUS-0152,2026-07-31 00:00,WhatsApp,ID,id,Unclear,Neutral,False,1,,CLARIFY,2-clarity,no topic could be established from the message,,16,2026-08-25T14:24:04Z
ENQ-0621,CUS-0117,2026-07-31 00:00,WhatsApp,SG,sg,Product usage,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in sg, no human touched it",ANS-004,1,2026-08-25T14:24:04Z
ENQ-0624,CUS-0449,2026-07-31 00:00,Instagram DM,ID,en,Product usage,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-004,1,2026-08-25T14:24:04Z
ENQ-0666,CUS-0208,2026-07-31 00:00,Instagram DM,ID,id,Where to buy,Neutral,False,2,,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-002,1,2026-08-25T14:24:04Z
ENQ-0681,CUS-0185,2026-07-31 00:00,Website form,ID,id,Unclear,Neutral,False,2,,CLARIFY,2-clarity,no topic could be established from the message,,16,2026-08-25T14:24:04Z
ENQ-0708,CUS-0141,2026-07-31 00:00,WhatsApp,MY,en,Unclear,Neutral,False,1,,CLARIFY,2-clarity,no topic could be established from the message,,16,2026-08-25T14:24:04Z
ENQ-0762,CUS-0056,2026-07-31 00:00,Marketplace Q&A,MY,ms,Damaged item,Neutral,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-007,6,2026-08-25T14:24:04Z
ENQ-0793,CUS-0289,2026-07-31 00:00,Email,ID,id,Refund/return,Neutral,False,1,ORD-00758,ASSIST,6-authority,approved answer is drafted but policy requires a human to send,ANS-006,6,2026-08-25T14:24:04Z
ENQ-0820,CUS-0479,2026-07-31 00:00,Email,MY,ms,Unclassified,Frustrated,False,1,ORD-01233,CLARIFY,2-clarity,no topic could be established from the message,,16,2026-08-25T14:24:04Z
ENQ-0833,CUS-0444,2026-07-31 00:00,Website form,SG,zh,Order status,Frustrated,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-000,6,2026-08-25T14:24:04Z
ENQ-0842,CUS-0783,2026-07-31 00:00,WhatsApp,SG,sg,Subscription,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in sg, no human touched it",ANS-005,1,2026-08-25T14:24:04Z
ENQ-0006,CUS-0776,2026-08-01 00:00,Website form,SG,en,Order status,Frustrated,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-000,6,2026-08-25T14:24:04Z
ENQ-0010,CUS-0348,2026-08-01 00:00,WhatsApp,SG,en,Sizing,Neutral,False,2,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
ENQ-0043,CUS-0267,2026-08-01 00:00,Instagram DM,ID,ms,Refund/return,Neutral,False,3,,ESCALATE,3-third-strike,contact #3 from this customer this month - the previous answers did not work,,16,2026-08-25T14:24:04Z
ENQ-0104,CUS-0551,2026-08-01 00:00,Email,SG,en,Sizing,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
ENQ-0111,CUS-0240,2026-08-01 00:00,WhatsApp,SG,en,Refund/return,Neutral,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-006,6,2026-08-25T14:24:04Z
ENQ-0136,CUS-0582,2026-08-01 00:00,Email,ID,ms,Refund/return,Neutral,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-006,6,2026-08-25T14:24:04Z
ENQ-0138,CUS-0397,2026-08-01 00:00,Email,ID,id,Where to buy,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-002,1,2026-08-25T14:24:04Z
ENQ-0154,CUS-0644,2026-08-01 00:00,WhatsApp,MY,ms,Refund/return,Frustrated,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-006,6,2026-08-25T14:24:04Z
ENQ-0237,CUS-0362,2026-08-01 00:00,WhatsApp,MY,ms,Sizing,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in ms, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
ENQ-0248,CUS-0686,2026-08-01 00:00,WhatsApp,ID,id,Product usage,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-004,1,2026-08-25T14:24:04Z
ENQ-0293,CUS-0412,2026-08-01 00:00,Website form,SG,en,Product usage,Neutral,False,2,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-004,1,2026-08-25T14:24:04Z
ENQ-0317,CUS-0158,2026-08-01 00:00,Email,SG,en,Delivery delay,Frustrated,False,2,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-001,6,2026-08-25T14:24:04Z
ENQ-0327,CUS-0279,2026-08-01 00:00,WhatsApp,MY,zh,Unclear,Neutral,False,1,,CLARIFY,2-clarity,no topic could be established from the message,,16,2026-08-25T14:24:04Z
ENQ-0370,CUS-0597,2026-08-01 00:00,WhatsApp,SG,en,Subscription,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-005,1,2026-08-25T14:24:04Z
ENQ-0385,CUS-0155,2026-08-01 00:00,WhatsApp,MY,ms,Where to buy,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in ms, no human touched it",ANS-002,1,2026-08-25T14:24:04Z
ENQ-0392,CUS-0148,2026-08-01 00:00,WhatsApp,SG,en,Order status,Frustrated,False,1,ORD-00398,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-000,1,2026-08-25T14:24:04Z
ENQ-0407,CUS-0331,2026-08-01 00:00,Email,ID,id,Delivery delay,Neutral,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-001,6,2026-08-25T14:24:04Z
ENQ-0481,CUS-0368,2026-08-01 00:00,Instagram DM,SG,en,Product usage,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-004,1,2026-08-25T14:24:04Z
ENQ-0496,CUS-0530,2026-08-01 00:00,WhatsApp,MY,en,Delivery delay,Frustrated,False,1,ORD-01363,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-001,1,2026-08-25T14:24:04Z
ENQ-0505,CUS-0532,2026-08-01 00:00,WhatsApp,MY,en,Order status,Frustrated,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-000,6,2026-08-25T14:24:04Z
ENQ-0506,CUS-0646,2026-08-01 00:00,Instagram DM,ID,en,Sizing,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
ENQ-0562,CUS-0358,2026-08-01 00:00,Marketplace Q&A,SG,en,Order status,Frustrated,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-000,6,2026-08-25T14:24:04Z
ENQ-0569,CUS-0129,2026-08-01 00:00,Marketplace Q&A,ID,en,Damaged item,Neutral,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-007,6,2026-08-25T14:24:04Z
ENQ-0723,CUS-0254,2026-08-01 00:00,Marketplace Q&A,ID,id,Delivery delay,Neutral,False,1,ORD-00666,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-001,1,2026-08-25T14:24:04Z
ENQ-0796,CUS-0435,2026-08-01 00:00,WhatsApp,MY,zh,Unclear,Frustrated,False,1,,CLARIFY,2-clarity,no topic could be established from the message,,16,2026-08-25T14:24:04Z
ENQ-0800,CUS-0046,2026-08-01 00:00,Marketplace Q&A,ID,id,Product usage,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-004,1,2026-08-25T14:24:04Z
ENQ-0815,CUS-0772,2026-08-01 00:00,Email,MY,en,Ingredients,Neutral,False,1,,ASSIST,6-authority,approved answer is drafted but policy requires a human to send,ANS-008,6,2026-08-25T14:24:04Z
ENQ-0871,CUS-0612,2026-08-01 00:00,WhatsApp,MY,zh,Refund/return,Angry,False,1,ORD-01579,ASSIST,6-authority,approved answer is drafted but policy requires a human to send,ANS-006,6,2026-08-25T14:24:04Z
ENQ-0058,CUS-0322,2026-08-02 00:00,Email,SG,zh,Product usage,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in zh, no human touched it",ANS-004,1,2026-08-25T14:24:04Z
ENQ-0119,CUS-0013,2026-08-02 00:00,Email,MY,ms,Delivery delay,Neutral,False,1,ORD-00038,AUTO_ANSWER,0-self-serve,"approved answer sent in ms, no human touched it",ANS-001,1,2026-08-25T14:24:04Z
ENQ-0182,CUS-0059,2026-08-02 00:00,WhatsApp,SG,sg,Order status,Frustrated,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-000,6,2026-08-25T14:24:04Z
ENQ-0187,CUS-0053,2026-08-02 00:00,Marketplace Q&A,ID,ms,Refund/return,Neutral,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-006,6,2026-08-25T14:24:04Z
ENQ-0193,CUS-0312,2026-08-02 00:00,Website form,SG,en,Sizing,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
ENQ-0254,CUS-0526,2026-08-02 00:00,WhatsApp,MY,ms,Where to buy,Neutral,False,2,,AUTO_ANSWER,0-self-serve,"approved answer sent in ms, no human touched it",ANS-002,1,2026-08-25T14:24:04Z
ENQ-0298,CUS-0386,2026-08-02 00:00,WhatsApp,SG,en,Order status,Neutral,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-000,6,2026-08-25T14:24:04Z
ENQ-0313,CUS-0228,2026-08-02 00:00,Instagram DM,ID,id,Delivery delay,Neutral,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-001,6,2026-08-25T14:24:04Z
ENQ-0346,CUS-0627,2026-08-02 00:00,Website form,MY,en,Damaged item,Neutral,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-007,6,2026-08-25T14:24:04Z
ENQ-0371,CUS-0784,2026-08-02 00:00,WhatsApp,MY,en,Order status,Neutral,False,1,ORD-02026,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-000,1,2026-08-25T14:24:04Z
ENQ-0393,CUS-0067,2026-08-02 00:00,Website form,MY,en,Refund/return,Neutral,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-006,6,2026-08-25T14:24:04Z
ENQ-0514,CUS-0229,2026-08-02 00:00,WhatsApp,MY,ms,Sizing,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in ms, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
ENQ-0534,CUS-0493,2026-08-02 00:00,WhatsApp,ID,en,Delivery delay,Frustrated,False,1,ORD-01266,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-001,1,2026-08-25T14:24:04Z
ENQ-0555,CUS-0178,2026-08-02 00:00,Marketplace Q&A,MY,ms,Product usage,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in ms, no human touched it",ANS-004,1,2026-08-25T14:24:04Z
ENQ-0584,CUS-0106,2026-08-02 00:00,Email,MY,en,Sizing,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
ENQ-0594,CUS-0168,2026-08-02 00:00,WhatsApp,SG,sg,Unclassified,Frustrated,False,2,ORD-00440,CLARIFY,2-clarity,no topic could be established from the message,,16,2026-08-25T14:24:04Z
ENQ-0640,CUS-0763,2026-08-02 00:00,Instagram DM,MY,en,Subscription,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-005,1,2026-08-25T14:24:04Z
ENQ-0699,CUS-0654,2026-08-02 00:00,Instagram DM,SG,en,Subscription,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-005,1,2026-08-25T14:24:04Z
ENQ-0744,CUS-0214,2026-08-02 00:00,WhatsApp,ID,en,Unclear,Angry,False,1,,CLARIFY,2-clarity,no topic could be established from the message,,16,2026-08-25T14:24:04Z
ENQ-0755,CUS-0340,2026-08-02 00:00,Email,ID,id,Subscription,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-005,1,2026-08-25T14:24:04Z
ENQ-0860,CUS-0484,2026-08-02 00:00,Email,SG,en,Delivery delay,Frustrated,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-001,6,2026-08-25T14:24:04Z
ENQ-0868,CUS-0212,2026-08-02 00:00,Marketplace Q&A,SG,en,Product usage,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-004,1,2026-08-25T14:24:04Z
ENQ-0007,CUS-0225,2026-08-03 00:00,WhatsApp,SG,en,Refund/return,Neutral,False,1,ORD-00592,ASSIST,6-authority,approved answer is drafted but policy requires a human to send,ANS-006,6,2026-08-25T14:24:04Z
ENQ-0088,CUS-0245,2026-08-03 00:00,WhatsApp,MY,ms,Product usage,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in ms, no human touched it",ANS-004,1,2026-08-25T14:24:04Z
ENQ-0089,CUS-0702,2026-08-03 00:00,Website form,SG,en,Order status,Neutral,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-000,6,2026-08-25T14:24:04Z
ENQ-0093,CUS-0585,2026-08-03 00:00,Marketplace Q&A,ID,id,Delivery delay,Neutral,False,2,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-001,6,2026-08-25T14:24:04Z
